其它,#genre#
山西公共,http://15536746789.x3322.net:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0

香港,#genre#
凤凰资讯,http://113.117.74.179:8081/hls/36/index.m3u8
凤凰卫视,http://113.117.74.179:8081/hls/37/index.m3u8
凤凰香港,http://113.117.74.179:8081/hls/38/index.m3u8
凤凰资讯,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel52002/index.m3u8
香港电影,http://swrh.ngtanyanfei.top:8081/dl/migu.php?id=xpfyt
凤凰资讯,http://xiongwei.x3322.net:9999/udp/239.76.246.8:1234

陕西,#genre#
陕西2套,http://113.200.53.90:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0

浙江,#genre#
浙江新闻,http://61.175.237.198:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0
浙江少儿,http://61.175.237.198:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0

深圳,#genre#
深圳宜和购物,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel42/index.m3u8
深圳都市,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel46/index.m3u8
深圳电视剧,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel47/index.m3u8
深圳财经生活,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel48/index.m3u8
深圳娱乐,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel49/index.m3u8
深圳体育健康,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel50/index.m3u8
深圳少儿,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel51/index.m3u8
深圳公共,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel52/index.m3u8

湖南,#genre#
湖南电影,http://180.97.247.27/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43098/index.m3u8
湖南经视,http://xiongwei.x3322.net:9999/udp/239.76.252.116:9000
湖南都市,http://xiongwei.x3322.net:9999/udp/239.76.252.117:9000
湖南电视剧,http://xiongwei.x3322.net:9999/udp/239.76.252.118:9000
湖南电影,http://xiongwei.x3322.net:9999/udp/239.76.252.119:9000
湖南娱乐,http://xiongwei.x3322.net:9999/udp/239.76.252.121:9000
湖南公共,http://xiongwei.x3322.net:9999/udp/239.76.252.123:9000
湖南国际频道,http://xiongwei.x3322.net:9999/udp/239.76.252.124:9000
湖南教育,http://xiongwei.x3322.net:9999/udp/239.76.252.233:9000
湖南国际频道,http://xiongwei.x3322.net:9999/udp/239.76.253.102:9000
湖南经视,http://xiongwei.x3322.net:9999/udp/239.76.253.103:9000
湖南娱乐,http://xiongwei.x3322.net:9999/udp/239.76.253.105:9000
湖南电视剧,http://xiongwei.x3322.net:9999/udp/239.76.253.108:9000

广东,#genre#
广东少儿,http://121.33.239.242:9901/tsfile/live/1006_1.m3u8
广东民生,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel45/index.m3u8
广东少儿,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel63/index.m3u8
广东珠江,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel65/index.m3u8
广东珠江,http://218.17.205.210:9901/tsfile/live/1000_1.m3u8

河北,#genre#
河北三佳购物,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel12001/index.m3u8
河北杂技,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13002/index.m3u8
河北经济生活,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13003/index.m3u8
河北农民,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13004/index.m3u8
河北都市,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13005/index.m3u8
河北影视剧,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13006/index.m3u8
河北公共,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13008/index.m3u8
河北收视指南,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13010/index.m3u8
河北影视,http://183.196.33.171:808/hls/19/index.m3u8
河北公共,http://183.196.33.171:808/hls/21/index.m3u8
河北农民,http://183.196.33.171:808/hls/22/index.m3u8
河北农民,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1020
河北公共,http://81.69.20.196/mqlive.m3u8?ip=120.2.68.35:10000&id=live1119
河北经济生活,http://zdwty.eatuo.com:808/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
河北都市,http://zdwty.eatuo.com:808/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
河北影视剧,http://zdwty.eatuo.com:808/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
河北少儿科教,http://zdwty.eatuo.com:808/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
河北公共,http://zdwty.eatuo.com:808/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
河北农民,http://zdwty.eatuo.com:808/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
河北杂技,http://zdwty.eatuo.com:808/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
河北经济生活高清,http://111.225.115.9:808/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
河北都市高清,http://111.225.115.9:808/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
河北影视剧高清,http://111.225.115.9:808/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
河北少儿科教高清,http://111.225.115.9:808/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
河北公共高清,http://111.225.115.9:808/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
河北农民高清,http://111.225.115.9:808/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
河北杂技,http://111.225.115.9:808/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0

河南,#genre#
河南梨园,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13001/index.m3u8
河南都市,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41101/index.m3u8
河南民生,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41102/index.m3u8
河南法治,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41103/index.m3u8
河南电视剧,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41104/index.m3u8
河南新闻,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41105/index.m3u8
河南公共,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41106/index.m3u8
河南乡村,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41107/index.m3u8
